Data Series Information
Name:;;;P3-1 1
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/09/19; 14:23  
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;31

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 60 ... 5 s log
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.01 ... 1000 1/s log; |Slope| = 6 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
23;46.4;2.16;0.0466;15.5;70.9;Dy_auto
24;68.1;2.61;0.0383;22.7;85.5;Dy_auto
25;100;3.16;0.0316;33.4;104;Dy_auto
26;147;3.85;0.0262;49;126;Dy_auto
27;215;4.71;0.0219;71.9;154;Dy_auto
28;316;5.79;0.0183;106;190;Dy_auto
29;464;7.18;0.0155;155;235;Dy_auto
30;681;8.93;0.0131;227;293;Dy_auto
31;1000;11.2;0.0112;334;367;Dy_auto

Data Series Information
Name:;;;P3-2 7
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/09/19; 16:45  
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;31

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 60 ... 5 s log
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.01 ... 1000 1/s log; |Slope| = 6 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa�Es];[1/min];[��Nm];[]
1;0.01;0.00636;0.637;0.00334;0.209;Dy_auto
2;0.0147;0.012;0.818;0.0049;0.393;Dy_auto
3;0.0215;0.0196;0.908;0.00719;0.641;Dy_auto
4;0.0316;0.0313;0.989;0.0106;1.02;Dy_auto
5;0.0464;0.047;1.01;0.0155;1.54;Dy_auto
6;0.0681;0.065;0.955;0.0227;2.13;Dy_auto
7;0.1;0.0827;0.827;0.0334;2.71;Dy_auto
8;0.147;0.102;0.697;0.049;3.35;Dy_auto
9;0.215;0.126;0.584;0.0719;4.12;Dy_auto
10;0.316;0.157;0.495;0.106;5.13;Dy_auto
11;0.464;0.195;0.421;0.155;6.4;Dy_auto
12;0.681;0.243;0.356;0.227;7.95;Dy_auto
13;1;0.3;0.3;0.334;9.83;Dy_auto
14;1.47;0.368;0.251;0.49;12.1;Dy_auto
15;2.15;0.452;0.21;0.719;14.8;Dy_auto
16;3.16;0.551;0.174;1.06;18.1;Dy_auto
17;4.64;0.669;0.144;1.55;21.9;Dy_auto
18;6.81;0.808;0.119;2.27;26.5;Dy_auto
19;10;0.977;0.0977;3.34;32;Dy_auto
20;14.7;1.18;0.0802;4.9;38.6;Dy_auto
21;21.5;1.42;0.0657;7.19;46.4;Dy_auto
22;31.6;1.71;0.0542;10.6;56.2;Dy_auto
23;46.4;2.07;0.0446;15.5;67.9;Dy_auto
24;68.1;2.51;0.0369;22.7;82.3;Dy_auto
25;100;3.06;0.0306;33.4;100;Dy_auto
26;147;3.74;0.0255;49;123;Dy_auto
27;215;4.6;0.0213;71.9;151;Dy_auto
28;316;5.68;0.018;106;186;Dy_auto
29;464;7.06;0.0152;155;231;Dy_auto
30;681;8.82;0.013;227;289;Dy_auto
31;1000;11.1;0.0111;334;364;Dy_auto

Data Series Information
Name:;;;P3-3 1
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/09/19; 17:07  
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;31

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 60 ... 5 s log
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.01 ... 1000 1/s log; |Slope| = 6 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa�Es];[1/min];[��Nm];[]
1;0.00999;0.0569;5.7;0.00333;1.87;Dy_auto
2;0.0147;0.106;7.21;0.0049;3.47;Dy_auto
3;0.0215;0.169;7.85;0.00719;5.54;Dy_auto
4;0.0316;0.3;9.48;0.0105;9.82;Dy_auto
5;0.0464;0.502;10.8;0.0155;16.4;Dy_auto
6;0.0681;0.649;9.52;0.0227;21.2;Dy_auto
7;0.1;0.657;6.57;0.0334;21.5;Dy_auto
8;0.147;0.679;4.63;0.049;22.3;Dy_auto
9;0.215;0.733;3.4;0.0719;24;Dy_auto
10;0.316;0.796;2.52;0.106;26.1;Dy_auto
11;0.464;0.877;1.89;0.155;28.7;Dy_auto
12;0.681;0.969;1.42;0.227;31.7;Dy_auto
13;1;1.08;1.08;0.334;35.3;Dy_auto
14;1.47;1.17;0.797;0.49;38.3;Dy_auto
15;2.15;1.28;0.594;0.719;41.9;Dy_auto
16;3.16;1.4;0.443;1.06;45.9;Dy_auto
17;4.64;1.53;0.33;1.55;50.2;Dy_auto
18;6.81;1.69;0.247;2.27;55.2;Dy_auto
19;10;1.87;0.187;3.34;61.2;Dy_auto
20;14.7;2.1;0.143;4.9;68.6;Dy_auto
21;21.5;2.36;0.109;7.19;77.3;Dy_auto
22;31.6;2.69;0.0851;10.6;88.2;Dy_auto
23;46.4;3.08;0.0663;15.5;101;Dy_auto
24;68.1;3.54;0.0519;22.7;116;Dy_auto
25;100;4.08;0.0408;33.4;134;Dy_auto
26;147;4.77;0.0325;49;156;Dy_auto
27;215;5.63;0.0261;71.9;184;Dy_auto
28;316;6.74;0.0213;106;221;Dy_auto
29;464;8.16;0.0176;155;267;Dy_auto
30;681;9.99;0.0147;227;327;Dy_auto
31;1000;12.3;0.0123;334;403;Dy_auto

Data Series Information
Name:;;;P3-3 2
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/09/19; 17:20  
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;31

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 60 ... 5 s log
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.01 ... 1000 1/s log; |Slope| = 6 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa�Es];[1/min];[��Nm];[]
1;0.01;0.0125;1.25;0.00334;0.411;Dy_auto
2;0.0147;0.0216;1.47;0.0049;0.709;Dy_auto
3;0.0215;0.0356;1.65;0.00719;1.17;Dy_auto
4;0.0316;0.0639;2.02;0.0106;2.09;Dy_auto
5;0.0464;0.11;2.36;0.0155;3.59;Dy_auto
6;0.0681;0.151;2.21;0.0227;4.93;Dy_auto
7;0.1;0.173;1.73;0.0334;5.66;Dy_auto
8;0.147;0.188;1.28;0.049;6.17;Dy_auto
9;0.215;0.21;0.973;0.0719;6.87;Dy_auto
10;0.316;0.244;0.771;0.106;7.99;Dy_auto
11;0.464;0.295;0.634;0.155;9.65;Dy_auto
12;0.681;0.354;0.52;0.227;11.6;Dy_auto
13;1;0.42;0.42;0.334;13.8;Dy_auto
14;1.47;0.503;0.343;0.49;16.5;Dy_auto
15;2.15;0.6;0.279;0.719;19.7;Dy_auto
16;3.16;0.715;0.226;1.06;23.4;Dy_auto
17;4.64;0.851;0.183;1.55;27.9;Dy_auto
18;6.81;1.01;0.148;2.27;33;Dy_auto
19;10;1.2;0.12;3.34;39.2;Dy_auto
20;14.7;1.42;0.0966;4.9;46.5;Dy_auto
21;21.5;1.69;0.0783;7.19;55.3;Dy_auto
22;31.6;2.01;0.0635;10.6;65.8;Dy_auto
23;46.4;2.4;0.0518;15.5;78.7;Dy_auto
24;68.1;2.89;0.0423;22.7;94.5;Dy_auto
25;100;3.48;0.0348;33.4;114;Dy_auto
26;147;4.23;0.0288;49;139;Dy_auto
27;215;5.17;0.024;71.9;169;Dy_auto
28;316;6.34;0.0201;106;208;Dy_auto
29;464;7.83;0.0169;155;257;Dy_auto
30;681;9.74;0.0143;227;319;Dy_auto
31;1000;12.2;0.0122;334;399;Dy_auto

Data Series Information
Name:;;;P3-3 3
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/09/19; 17:33  
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;31

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 60 ... 5 s log
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.01 ... 1000 1/s log; |Slope| = 6 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa�Es];[1/min];[��Nm];[]
1;0.01;0.00685;0.685;0.00334;0.224;Dy_auto
2;0.0147;0.0158;1.07;0.0049;0.517;Dy_auto
3;0.0215;0.027;1.25;0.00719;0.885;Dy_auto
4;0.0316;0.0468;1.48;0.0106;1.53;Dy_auto
5;0.0464;0.0781;1.68;0.0155;2.56;Dy_auto
6;0.0681;0.11;1.61;0.0227;3.6;Dy_auto
7;0.1;0.13;1.3;0.0334;4.27;Dy_auto
8;0.147;0.148;1.01;0.049;4.86;Dy_auto
9;0.215;0.173;0.802;0.0719;5.66;Dy_auto
10;0.316;0.206;0.653;0.106;6.76;Dy_auto
11;0.464;0.253;0.545;0.155;8.28;Dy_auto
12;0.681;0.308;0.452;0.227;10.1;Dy_auto
13;1;0.372;0.372;0.334;12.2;Dy_auto
14;1.47;0.451;0.307;0.49;14.8;Dy_auto
15;2.15;0.546;0.253;0.719;17.9;Dy_auto
16;3.16;0.658;0.208;1.06;21.5;Dy_auto
17;4.64;0.788;0.17;1.55;25.8;Dy_auto
18;6.81;0.944;0.139;2.27;30.9;Dy_auto
19;10;1.13;0.113;3.34;36.9;Dy_auto
20;14.7;1.34;0.0916;4.9;44.1;Dy_auto
21;21.5;1.61;0.0747;7.19;52.8;Dy_auto
22;31.6;1.94;0.0612;10.6;63.5;Dy_auto
23;46.4;2.33;0.0502;15.5;76.3;Dy_auto
24;68.1;2.81;0.0412;22.7;92;Dy_auto
25;100;3.4;0.034;33.4;112;Dy_auto
26;147;4.15;0.0283;49;136;Dy_auto
27;215;5.08;0.0236;71.9;166;Dy_auto
28;316;6.26;0.0198;106;205;Dy_auto
29;464;7.76;0.0167;155;254;Dy_auto
30;681;9.65;0.0142;227;316;Dy_auto
31;1000;12.1;0.0121;334;397;Dy_auto

Data Series Information
Name:;;;P20-1 1
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/09/19; 17:49  
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;1

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 60 ... 5 s log
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.01 ... 1000 1/s log; |Slope| = 6 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa�Es];[1/min];[��Nm];[]
1;0.01;-0.000153;-0.0153;0.00334;-0.00502;M- ,Dy_

Data Series Information
Name:;;;P20-1 2
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/09/19; 17:53  
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;31

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 60 ... 5 s log
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.01 ... 1000 1/s log; |Slope| = 6 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa�Es];[1/min];[��Nm];[]
1;0.01;0.00176;0.176;0.00334;0.0576;Dy_auto
2;0.0147;0.0032;0.218;0.0049;0.105;Dy_auto
3;0.0215;0.00444;0.206;0.00719;0.145;Dy_auto
4;0.0316;0.00283;0.0896;0.0106;0.0928;Dy_auto
5;0.0464;0.00133;0.0286;0.0155;0.0435;Dy_auto
6;0.0681;0.00164;0.0241;0.0227;0.0538;Dy_auto
7;0.1;0.00229;0.0229;0.0334;0.0751;Dy_auto
8;0.147;0.00405;0.0276;0.049;0.133;Dy_auto
9;0.215;0.00552;0.0256;0.0719;0.181;Dy_auto
10;0.316;0.00838;0.0265;0.106;0.274;Dy_auto
11;0.464;0.012;0.0258;0.155;0.392;Dy_auto
12;0.681;0.0169;0.0248;0.227;0.554;Dy_auto
13;1;0.0249;0.0249;0.334;0.817;Dy_auto
14;1.47;0.0352;0.024;0.49;1.15;Dy_auto
15;2.15;0.0485;0.0225;0.719;1.59;Dy_auto
16;3.16;0.0667;0.0211;1.06;2.19;Dy_auto
17;4.64;0.0926;0.02;1.55;3.03;Dy_auto
18;6.81;0.126;0.0184;2.27;4.12;Dy_auto
19;10;0.171;0.0171;3.34;5.61;Dy_auto
20;14.7;0.231;0.0157;4.9;7.56;Dy_auto
21;21.5;0.309;0.0143;7.19;10.1;Dy_auto
22;31.6;0.412;0.013;10.6;13.5;Dy_auto
23;46.4;0.548;0.0118;15.5;17.9;Dy_auto
24;68.1;0.728;0.0107;22.7;23.8;Dy_auto
25;100;0.962;0.00962;33.4;31.5;Dy_auto
26;147;1.28;0.0087;49;41.8;Dy_auto
27;215;1.69;0.00786;71.9;55.5;Dy_auto
28;316;2.25;0.00711;106;73.7;Dy_auto
29;464;2.99;0.00644;155;98;Dy_auto
30;681;4.03;0.00591;227;132;Dy_auto
31;1000;5.48;0.00548;334;180;Dy_auto

Data Series Information
Name:;;;P20-2 1
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/09/19; 18:08  
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;1

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 60 ... 5 s log
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.01 ... 1000 1/s log; |Slope| = 6 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa�Es];[1/min];[��Nm];[]
1;0.01;-0.000107;-0.0107;0.00334;-0.00349;M- ,Dy_

Data Series Information
Name:;;;P20-2 2
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/09/19; 18:11  
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;1

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 60 ... 5 s log
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.01 ... 1000 1/s log; |Slope| = 6 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa�Es];[1/min];[��Nm];[]
1;0.01;-0.000255;-0.0255;0.00334;-0.00834;M- ,Dy_

Data Series Information
Name:;;;P20-2 3
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/09/19; 18:13  
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;31

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 60 ... 5 s log
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.01 ... 1000 1/s log; |Slope| = 6 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa�Es];[1/min];[��Nm];[]
1;0.01;0.000169;0.0169;0.00334;0.00555;M- ,Dy_
2;0.0147;0.000642;0.0437;0.0049;0.021;Dy_auto
3;0.0215;0.000551;0.0256;0.00719;0.0181;Dy_auto
4;0.0316;0.000657;0.0208;0.0106;0.0215;Dy_auto
5;0.0464;0.00153;0.033;0.0155;0.0503;Dy_auto
6;0.0681;0.00176;0.0258;0.0227;0.0576;Dy_auto
7;0.1;0.00081;0.0081;0.0334;0.0265;Dy_auto
8;0.147;0.00276;0.0188;0.049;0.0904;Dy_auto
9;0.215;0.00498;0.0231;0.0719;0.163;Dy_auto
10;0.316;0.00655;0.0207;0.106;0.215;Dy_auto
11;0.464;0.01;0.0216;0.155;0.329;Dy_auto
12;0.681;0.0154;0.0226;0.227;0.504;Dy_auto
13;1;0.0211;0.0211;0.334;0.692;Dy_auto
14;1.47;0.0302;0.0206;0.49;0.989;Dy_auto
15;2.15;0.0415;0.0192;0.719;1.36;Dy_auto
16;3.16;0.0593;0.0187;1.06;1.94;Dy_auto
17;4.64;0.0828;0.0178;1.55;2.71;Dy_auto
18;6.81;0.113;0.0166;2.27;3.71;Dy_auto
19;10;0.155;0.0155;3.34;5.07;Dy_auto
20;14.7;0.21;0.0143;4.9;6.89;Dy_auto
21;21.5;0.283;0.0132;7.19;9.29;Dy_auto
22;31.6;0.381;0.012;10.6;12.5;Dy_auto
23;46.4;0.509;0.011;15.5;16.7;Dy_auto
24;68.1;0.679;0.00996;22.7;22.2;Dy_auto
25;100;0.903;0.00903;33.4;29.6;Dy_auto
26;147;1.2;0.00818;49;39.3;Dy_auto
27;215;1.59;0.0074;71.9;52.3;Dy_auto
28;316;2.12;0.00671;106;69.5;Dy_auto
29;464;2.84;0.00611;155;93;Dy_auto
30;681;3.82;0.0056;227;125;Dy_auto
31;1000;5.22;0.00523;334;171;Dy_auto

Data Series Information
Name:;;;P20-3 1
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/09/19; 18:36  
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;31

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 60 ... 5 s log
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.01 ... 1000 1/s log; |Slope| = 6 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa�Es];[1/min];[��Nm];[]
1;0.01;-0.000237;-0.0237;0.00334;-0.00778;M- ,Dy_
2;0.0147;0.000176;0.012;0.0049;0.00576;M- ,Dy_
3;0.0215;0.00135;0.0626;0.00719;0.0442;Dy_auto
4;0.0316;0.00187;0.0591;0.0106;0.0612;Dy_auto
5;0.0464;0.00214;0.0462;0.0155;0.0702;Dy_auto
6;0.0681;0.00226;0.0331;0.0227;0.0739;Dy_auto
7;0.1;0.00237;0.0237;0.0334;0.0776;Dy_auto
8;0.147;0.00437;0.0298;0.049;0.143;Dy_auto
9;0.215;0.00554;0.0257;0.0719;0.182;Dy_auto
10;0.316;0.0077;0.0243;0.106;0.252;Dy_auto
11;0.464;0.0111;0.0239;0.155;0.363;Dy_auto
12;0.681;0.0159;0.0233;0.227;0.52;Dy_auto
13;1;0.0235;0.0235;0.334;0.77;Dy_auto
14;1.47;0.0332;0.0226;0.49;1.09;Dy_auto
15;2.15;0.0462;0.0214;0.719;1.51;Dy_auto
16;3.16;0.0638;0.0202;1.06;2.09;Dy_auto
17;4.64;0.089;0.0192;1.55;2.92;Dy_auto
18;6.81;0.121;0.0178;2.27;3.98;Dy_auto
19;10;0.166;0.0166;3.34;5.45;Dy_auto
20;14.7;0.225;0.0153;4.9;7.37;Dy_auto
21;21.5;0.302;0.014;7.19;9.89;Dy_auto
22;31.6;0.404;0.0128;10.6;13.3;Dy_auto
23;46.4;0.539;0.0116;15.5;17.7;Dy_auto
24;68.1;0.718;0.0105;22.7;23.5;Dy_auto
25;100;0.952;0.00952;33.4;31.2;Dy_auto
26;147;1.27;0.00862;49;41.5;Dy_auto
27;215;1.68;0.0078;71.9;55.1;Dy_auto
28;316;2.24;0.00707;106;73.3;Dy_auto
29;464;2.98;0.00642;155;97.6;Dy_auto
30;681;4.02;0.0059;227;132;Dy_auto
31;1000;5.49;0.00549;334;180;Dy_auto

Data Series Information
Name:;;;P20-4 1
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/09/19; 18:52  
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;31

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 60 ... 5 s log
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.01 ... 1000 1/s log; |Slope| = 6 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa�Es];[1/min];[��Nm];[]
1;0.01;-0.00024;-0.024;0.00334;-0.00787;M- ,Dy_
2;0.0147;0.000241;0.0164;0.0049;0.00788;M- ,Dy_
3;0.0215;0.00132;0.0614;0.00719;0.0434;Dy_auto
4;0.0316;0.00174;0.0549;0.0106;0.0569;Dy_auto
5;0.0464;0.00188;0.0405;0.0155;0.0615;Dy_auto
6;0.0681;0.00197;0.0289;0.0227;0.0645;Dy_auto
7;0.1;0.00247;0.0247;0.0334;0.081;Dy_auto
8;0.147;0.00466;0.0317;0.049;0.153;Dy_auto
9;0.215;0.00569;0.0264;0.0719;0.186;Dy_auto
10;0.316;0.00813;0.0257;0.106;0.266;Dy_auto
11;0.464;0.0115;0.0248;0.155;0.377;Dy_auto
12;0.681;0.0165;0.0242;0.227;0.541;Dy_auto
13;1;0.0243;0.0243;0.334;0.796;Dy_auto
14;1.47;0.0342;0.0233;0.49;1.12;Dy_auto
15;2.15;0.0476;0.0221;0.719;1.56;Dy_auto
16;3.16;0.0655;0.0207;1.06;2.15;Dy_auto
17;4.64;0.0911;0.0196;1.55;2.99;Dy_auto
18;6.81;0.124;0.0182;2.27;4.07;Dy_auto
19;10;0.17;0.017;3.34;5.56;Dy_auto
20;14.7;0.229;0.0156;4.9;7.51;Dy_auto
21;21.5;0.307;0.0143;7.19;10.1;Dy_auto
22;31.6;0.411;0.013;10.6;13.5;Dy_auto
23;46.4;0.548;0.0118;15.5;18;Dy_auto
24;68.1;0.729;0.0107;22.7;23.9;Dy_auto
25;100;0.966;0.00966;33.4;31.7;Dy_auto
26;147;1.28;0.00874;49;42;Dy_auto
27;215;1.7;0.00791;71.9;55.8;Dy_auto
28;316;2.27;0.00717;106;74.3;Dy_auto
29;464;3.02;0.0065;155;98.9;Dy_auto
30;681;4.07;0.00597;227;133;Dy_auto
31;1000;5.55;0.00555;334;182;Dy_auto

Data Series Information
Name:;;;P40-1 1
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/09/19; 19:07  
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;31

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 60 ... 5 s log
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.01 ... 1000 1/s log; |Slope| = 6 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa�Es];[1/min];[��Nm];[]
1;0.01;0.0000749;0.00749;0.00334;0.00246;M- ,Dy_
2;0.0147;0.000355;0.0242;0.0049;0.0116;Dy_auto
3;0.0215;0.00147;0.0682;0.00719;0.0481;Dy_auto
4;0.0316;0.00138;0.0438;0.0106;0.0453;Dy_auto
5;0.0464;0.00113;0.0242;0.0155;0.0369;Dy_auto
6;0.0681;0.000503;0.00739;0.0227;0.0165;Dy_auto
7;0.1;0.000553;0.00553;0.0334;0.0181;Dy_auto
8;0.147;0.0018;0.0123;0.049;0.059;Dy_auto
9;0.215;0.00179;0.00831;0.0719;0.0586;Dy_auto
10;0.316;0.0025;0.00789;0.106;0.0818;Dy_auto
11;0.464;0.00471;0.0101;0.155;0.154;Dy_auto
12;0.681;0.00664;0.00974;0.227;0.217;Dy_auto
13;1;0.0113;0.0113;0.334;0.369;Dy_auto
14;1.47;0.0163;0.0111;0.49;0.535;Dy_auto
15;2.15;0.0234;0.0109;0.719;0.767;Dy_auto
16;3.16;0.0328;0.0104;1.06;1.07;Dy_auto
17;4.64;0.048;0.0103;1.55;1.57;Dy_auto
18;6.81;0.0678;0.00996;2.27;2.22;Dy_auto
19;10;0.0969;0.00969;3.34;3.18;Dy_auto
20;14.7;0.136;0.00927;4.9;4.46;Dy_auto
21;21.5;0.189;0.00878;7.19;6.2;Dy_auto
22;31.6;0.262;0.0083;10.6;8.6;Dy_auto
23;46.4;0.362;0.00779;15.5;11.9;Dy_auto
24;68.1;0.497;0.0073;22.7;16.3;Dy_auto
25;100;0.678;0.00678;33.4;22.2;Dy_auto
26;147;0.926;0.00631;49;30.3;Dy_auto
27;215;1.26;0.00585;71.9;41.3;Dy_auto
28;316;1.71;0.00542;106;56.2;Dy_auto
29;464;2.33;0.00502;155;76.4;Dy_auto
30;681;3.22;0.00472;227;105;Dy_auto
31;1000;4.53;0.00453;334;148;Dy_auto

Data Series Information
Name:;;;P40-2 1
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/09/19; 19:24  
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;2

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 60 ... 5 s log
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.01 ... 1000 1/s log; |Slope| = 6 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa�Es];[1/min];[��Nm];[]
1;0.01;-0.000538;-0.0538;0.00334;-0.0176;Dy_auto
2;0.0147;-0.000101;-0.00688;0.0049;-0.00331;M- ,Dy_

Data Series Information
Name:;;;P40-2 2
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
