Data Series Information
Name:;;;20230824_CNF_P40 2
Sample:;;;1
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/08/24; 11:12 午後
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;26

Time Setting:;;;26 Meas. Pts.
;;;Meas. Pt. Duration 10 s
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.01 ... 1000 1/s log; |Slope| = 5 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
7;0.0158;0.0000958;0.00605;0.00529;0.00314;M- ,Dy_
8;0.0251;0.000755;0.0301;0.00839;0.0248;Dy_auto
9;0.0398;0.00105;0.0265;0.0133;0.0346;Dy_auto
10;0.0631;0.000598;0.00948;0.0211;0.0196;Dy_auto
11;0.1;0.000588;0.00588;0.0334;0.0193;Dy_auto
12;0.158;0.00172;0.0109;0.0529;0.0563;Dy_auto
13;0.251;0.00269;0.0107;0.0838;0.0883;Dy_auto
14;0.398;0.00272;0.00684;0.133;0.0892;Dy_auto
15;0.631;0.0066;0.0105;0.211;0.216;Dy_auto
16;1;0.00971;0.00971;0.334;0.318;Dy_auto
17;1.58;0.0173;0.0109;0.529;0.565;Dy_auto
18;2.51;0.026;0.0104;0.838;0.853;Dy_auto
19;3.98;0.0423;0.0106;1.33;1.38;Dy_auto
20;6.31;0.0622;0.00986;2.11;2.04;Dy_auto
21;10;0.0945;0.00945;3.34;3.1;Dy_auto
22;15.8;0.14;0.00886;5.29;4.6;Dy_auto
23;25.1;0.208;0.00828;8.38;6.81;Dy_auto
24;39.8;0.304;0.00764;13.3;9.97;Dy_auto
25;63.1;0.442;0.007;21.1;14.5;Dy_auto
26;100;0.639;0.00639;33.4;20.9;Dy_auto
27;158;0.923;0.00582;52.9;30.2;Dy_auto
28;251;1.33;0.00529;83.8;43.6;Dy_auto
29;398;1.92;0.00481;133;62.8;Dy_auto
30;631;2.78;0.0044;211;91;Dy_auto
31;1000;4.14;0.00414;334;136;Dy_auto

Data Series Information
Name:;;;20230824_CNF_P40_2 4
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/08/24; 12:48 午後
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;31

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 15 s
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.001 ... 1000 1/s log; |Slope| = 5 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa・s];[1/min];[μNm];[]
1;0.000996;0.000496;0.498;0.000332;0.0163;Dy_auto
2;0.00158;0.000664;0.419;0.000529;0.0218;Dy_auto
3;0.00252;0.000878;0.349;0.00084;0.0288;Dy_auto
4;0.00398;0.00101;0.254;0.00133;0.0331;Dy_auto
5;0.00631;0.00135;0.214;0.00211;0.0442;Dy_auto
6;0.01;0.0017;0.17;0.00334;0.0558;Dy_auto
7;0.0159;0.00155;0.0978;0.00529;0.0508;Dy_auto
8;0.0251;-0.0000598;-0.00238;0.00838;-0.00196;M- ,Dy_
9;0.0398;0.00133;0.0335;0.0133;0.0437;Dy_auto
10;0.0631;0.00102;0.0161;0.0211;0.0333;Dy_auto
11;0.1;0.00264;0.0264;0.0334;0.0865;Dy_auto
12;0.158;0.0025;0.0157;0.0529;0.0818;Dy_auto
13;0.251;0.00309;0.0123;0.0838;0.101;Dy_auto
14;0.398;0.00496;0.0124;0.133;0.162;Dy_auto
15;0.631;0.00748;0.0119;0.211;0.245;Dy_auto
16;1;0.0107;0.0107;0.334;0.351;Dy_auto
17;1.58;0.0171;0.0108;0.529;0.559;Dy_auto
18;2.51;0.0263;0.0105;0.838;0.863;Dy_auto
19;3.98;0.0409;0.0103;1.33;1.34;Dy_auto
20;6.31;0.0622;0.00986;2.11;2.04;Dy_auto
21;10;0.0941;0.00941;3.34;3.08;Dy_auto
22;15.8;0.14;0.00882;5.29;4.58;Dy_auto
23;25.1;0.206;0.00821;8.38;6.76;Dy_auto
24;39.8;0.302;0.00758;13.3;9.89;Dy_auto
25;63.1;0.439;0.00695;21.1;14.4;Dy_auto
26;100;0.634;0.00634;33.4;20.8;Dy_auto
27;158;0.915;0.00577;52.9;30;Dy_auto
28;251;1.32;0.00524;83.8;43.1;Dy_auto
29;398;1.9;0.00477;133;62.2;Dy_auto
30;631;2.75;0.00436;211;90.2;Dy_auto
31;1000;4.1;0.0041;334;134;Dy_auto

Data Series Information
Name:;;;20230824_CNF_P40-2 1
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/08/24; 13:00 午後
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;1

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 15 s
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.001 ... 1000 1/s log; |Slope| = 5 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa・s];[1/min];[μNm];[]
1;0.000992;-0.000936;-0.944;0.000331;-0.0307;Dy_auto

Data Series Information
Name:;;;20230824_CNF_P40-3 1
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/08/24; 13:02 午後
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;3

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 15 s
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.001 ... 1000 1/s log; |Slope| = 5 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa・s];[1/min];[μNm];[]
1;0.001;-0.000528;-0.527;0.000334;-0.0173;Dy_auto
2;0.00158;-0.00049;-0.31;0.000527;-0.0161;Dy_auto
3;0.00251;-0.000588;-0.234;0.000837;-0.0193;Dy_auto

Data Series Information
Name:;;;20230824_CNF_P40-3 2
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/08/24; 13:04 午後
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;31

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 15 s
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.001 ... 1000 1/s log; |Slope| = 5 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa・s];[1/min];[μNm];[]
1;0.001;0.000643;0.642;0.000334;0.0211;Dy_auto
2;0.00158;0.000625;0.395;0.000529;0.0205;Dy_auto
3;0.00252;0.000604;0.239;0.000842;0.0198;Dy_auto
4;0.00398;0.00061;0.153;0.00133;0.02;Dy_auto
5;0.00631;0.000589;0.0933;0.00211;0.0193;Dy_auto
6;0.01;0.000631;0.0631;0.00334;0.0207;Dy_auto
7;0.0158;0.000895;0.0564;0.00529;0.0293;Dy_auto
8;0.0251;0.000847;0.0337;0.00838;0.0278;Dy_auto
9;0.0398;0.00107;0.0269;0.0133;0.0351;Dy_auto
10;0.0631;0.00105;0.0166;0.0211;0.0344;Dy_auto
11;0.1;0.00102;0.0102;0.0334;0.0335;Dy_auto
12;0.158;0.000692;0.00436;0.0529;0.0227;Dy_auto
13;0.251;0.00221;0.0088;0.0838;0.0724;Dy_auto
14;0.398;0.00308;0.00772;0.133;0.101;Dy_auto
15;0.631;0.00727;0.0115;0.211;0.238;Dy_auto
16;1;0.01;0.01;0.334;0.328;Dy_auto
17;1.58;0.0161;0.0102;0.529;0.528;Dy_auto
18;2.51;0.0255;0.0102;0.838;0.836;Dy_auto
19;3.98;0.0399;0.01;1.33;1.31;Dy_auto
20;6.31;0.0604;0.00957;2.11;1.98;Dy_auto
21;10;0.0917;0.00917;3.34;3;Dy_auto
22;15.8;0.137;0.00867;5.29;4.5;Dy_auto
23;25.1;0.204;0.00812;8.38;6.68;Dy_auto
24;39.8;0.3;0.00754;13.3;9.84;Dy_auto
25;63.1;0.437;0.00693;21.1;14.3;Dy_auto
26;100;0.635;0.00635;33.4;20.8;Dy_auto
27;158;0.919;0.0058;52.9;30.1;Dy_auto
28;251;1.33;0.00528;83.8;43.5;Dy_auto
29;398;1.92;0.00481;133;62.8;Dy_auto
30;631;2.78;0.00441;211;91.2;Dy_auto
31;1000;4.16;0.00416;334;136;Dy_auto

Data Series Information
Name:;;;20230824_CNF_P20-1 1
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/08/24; 13:17 午後
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;1

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 15 s
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.001 ... 1000 1/s log; |Slope| = 5 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa・s];[1/min];[μNm];[]
1;0.001;-0.00148;-1.48;0.000335;-0.0486;Dy_auto

Data Series Information
Name:;;;20230824_CNF_P20-1 2
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/08/24; 13:19 午後
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;31

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 15 s
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.001 ... 1000 1/s log; |Slope| = 5 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa・s];[1/min];[μNm];[]
1;0.000999;0.000523;0.523;0.000333;0.0171;Dy_auto
2;0.00159;0.000403;0.254;0.00053;0.0132;Dy_auto
3;0.00251;0.000439;0.175;0.000838;0.0144;Dy_auto
4;0.00398;0.000617;0.155;0.00133;0.0202;Dy_auto
5;0.0063;0.00102;0.163;0.0021;0.0336;Dy_auto
6;0.01;0.00162;0.162;0.00334;0.0532;Dy_auto
7;0.0158;0.00149;0.0939;0.00529;0.0488;Dy_auto
8;0.0251;0.00187;0.0743;0.00838;0.0612;Dy_auto
9;0.0398;0.00285;0.0717;0.0133;0.0935;Dy_auto
10;0.0631;0.00394;0.0624;0.0211;0.129;Dy_auto
11;0.1;0.00515;0.0515;0.0334;0.169;Dy_auto
12;0.158;0.00679;0.0428;0.0529;0.222;Dy_auto
13;0.251;0.0113;0.0449;0.0838;0.37;Dy_auto
14;0.398;0.0152;0.0381;0.133;0.497;Dy_auto
15;0.631;0.023;0.0364;0.211;0.753;Dy_auto
16;1;0.0335;0.0335;0.334;1.1;Dy_auto
17;1.58;0.0468;0.0295;0.529;1.53;Dy_auto
18;2.51;0.0672;0.0268;0.838;2.2;Dy_auto
19;3.98;0.0974;0.0245;1.33;3.19;Dy_auto
20;6.31;0.139;0.022;2.11;4.55;Dy_auto
21;10;0.196;0.0196;3.34;6.44;Dy_auto
22;15.8;0.275;0.0174;5.29;9.01;Dy_auto
23;25.1;0.384;0.0153;8.38;12.6;Dy_auto
24;39.8;0.536;0.0135;13.3;17.6;Dy_auto
25;63.1;0.745;0.0118;21.1;24.4;Dy_auto
26;100;1.04;0.0104;33.4;34;Dy_auto
27;158;1.45;0.00912;52.9;47.4;Dy_auto
28;251;2.02;0.00803;83.8;66.1;Dy_auto
29;398;2.82;0.00709;133;92.5;Dy_auto
30;631;3.95;0.00627;211;130;Dy_auto
31;1000;5.61;0.00561;334;184;Dy_auto

Data Series Information
Name:;;;20230824_CNF_P20-2 1
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/08/24; 13:33 午後
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;1

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 15 s
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.001 ... 1000 1/s log; |Slope| = 5 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa・s];[1/min];[μNm];[]
1;0.000996;-0.00132;-1.32;0.000332;-0.0432;Dy_auto

Data Series Information
Name:;;;20230824_CNF_P20-2 2
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/08/24; 13:34 午後
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;31

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 15 s
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.001 ... 1000 1/s log; |Slope| = 5 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa・s];[1/min];[μNm];[]
1;0.001;0.000663;0.662;0.000334;0.0217;Dy_auto
2;0.00162;0.000466;0.288;0.000539;0.0153;Dy_auto
3;0.0025;0.000719;0.287;0.000835;0.0236;Dy_auto
4;0.00399;0.000756;0.19;0.00133;0.0248;Dy_auto
5;0.00631;0.000966;0.153;0.0021;0.0316;Dy_auto
6;0.01;0.00122;0.122;0.00334;0.0401;Dy_auto
7;0.0159;0.00146;0.0923;0.00529;0.048;Dy_auto
8;0.0251;0.00166;0.0663;0.00839;0.0546;Dy_auto
9;0.0398;0.00231;0.058;0.0133;0.0756;Dy_auto
10;0.0631;0.00266;0.0422;0.0211;0.0873;Dy_auto
11;0.1;0.00498;0.0498;0.0334;0.163;Dy_auto
12;0.158;0.00879;0.0555;0.0529;0.288;Dy_auto
13;0.251;0.0134;0.0533;0.0838;0.438;Dy_auto
14;0.398;0.0176;0.0441;0.133;0.575;Dy_auto
15;0.631;0.0212;0.0337;0.211;0.696;Dy_auto
16;1;0.0322;0.0322;0.334;1.06;Dy_auto
17;1.58;0.0422;0.0266;0.529;1.38;Dy_auto
18;2.51;0.0605;0.0241;0.838;1.98;Dy_auto
19;3.98;0.0868;0.0218;1.33;2.85;Dy_auto
20;6.31;0.127;0.0201;2.11;4.15;Dy_auto
21;10;0.18;0.018;3.34;5.89;Dy_auto
22;15.8;0.252;0.0159;5.29;8.27;Dy_auto
23;25.1;0.352;0.014;8.38;11.5;Dy_auto
24;39.8;0.492;0.0124;13.3;16.1;Dy_auto
25;63.1;0.685;0.0109;21.1;22.5;Dy_auto
26;100;0.954;0.00954;33.4;31.3;Dy_auto
27;158;1.33;0.00841;52.9;43.7;Dy_auto
28;251;1.86;0.00741;83.8;61;Dy_auto
29;398;2.61;0.00656;133;85.6;Dy_auto
30;631;3.67;0.00582;211;120;Dy_auto
31;1000;5.26;0.00526;334;172;Dy_auto

Data Series Information
Name:;;;20230824_CNF_P20-3 1
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/08/24; 13:46 午後
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;1

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 15 s
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.001 ... 1000 1/s log; |Slope| = 5 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa・s];[1/min];[μNm];[]
1;0.000993;-0.00128;-1.29;0.000331;-0.0421;Dy_auto

Data Series Information
Name:;;;20230824_CNF_P20-3 2
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/08/24; 13:48 午後
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;31

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 15 s
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.001 ... 1000 1/s log; |Slope| = 5 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa・s];[1/min];[μNm];[]
1;0.001;0.00147;1.47;0.000334;0.0482;Dy_auto
2;0.0016;0.0014;0.873;0.000535;0.0458;Dy_auto
3;0.00251;0.0016;0.635;0.000839;0.0523;Dy_auto
4;0.00398;0.00168;0.421;0.00133;0.0549;Dy_auto
5;0.0063;0.00175;0.278;0.0021;0.0575;Dy_auto
6;0.01;0.00176;0.176;0.00334;0.0577;Dy_auto
7;0.0158;0.00211;0.133;0.00529;0.0691;Dy_auto
8;0.0251;0.00243;0.0966;0.00838;0.0795;Dy_auto
9;0.0398;0.00315;0.0792;0.0133;0.103;Dy_auto
10;0.0631;0.00431;0.0683;0.0211;0.141;Dy_auto
11;0.1;0.00664;0.0664;0.0334;0.217;Dy_auto
12;0.158;0.00766;0.0483;0.0529;0.251;Dy_auto
13;0.251;0.00735;0.0292;0.0838;0.241;Dy_auto
14;0.398;0.0126;0.0316;0.133;0.412;Dy_auto
15;0.631;0.0202;0.032;0.211;0.662;Dy_auto
16;1;0.0273;0.0273;0.334;0.894;Dy_auto
17;1.58;0.0398;0.0251;0.529;1.3;Dy_auto
18;2.51;0.0568;0.0226;0.838;1.86;Dy_auto
19;3.98;0.0854;0.0215;1.33;2.8;Dy_auto
20;6.31;0.123;0.0194;2.11;4.02;Dy_auto
21;10;0.176;0.0176;3.34;5.75;Dy_auto
22;15.8;0.247;0.0156;5.29;8.1;Dy_auto
23;25.1;0.347;0.0138;8.38;11.4;Dy_auto
24;39.8;0.486;0.0122;13.3;15.9;Dy_auto
25;63.1;0.678;0.0108;21.1;22.2;Dy_auto
26;100;0.947;0.00947;33.4;31;Dy_auto
27;158;1.32;0.00835;52.9;43.3;Dy_auto
28;251;1.85;0.00737;83.8;60.7;Dy_auto
29;398;2.6;0.00653;133;85.2;Dy_auto
30;631;3.67;0.00582;211;120;Dy_auto
31;1000;5.28;0.00528;334;173;Dy_auto

Data Series Information
Name:;;;20230824_CNF_P3-1 1
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/08/24; 14:00 午後
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;1

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 15 s
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.001 ... 1000 1/s log; |Slope| = 5 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa・s];[1/min];[μNm];[]
1;0.00101;-0.00196;-1.94;0.000337;-0.0641;Dy_auto

Data Series Information
Name:;;;20230824_CNF_P3-1 2
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/08/24; 14:02 午後
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;31

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 15 s
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.001 ... 1000 1/s log; |Slope| = 5 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa・s];[1/min];[μNm];[]
1;0.001;0.00284;2.83;0.000334;0.0929;Dy_auto
2;0.00159;0.00408;2.57;0.000531;0.134;Dy_auto
3;0.00251;0.00544;2.17;0.000838;0.178;Dy_auto
4;0.00398;0.00746;1.87;0.00133;0.244;Dy_auto
5;0.0063;0.0107;1.69;0.0021;0.35;Dy_auto
6;0.01;0.0157;1.57;0.00334;0.513;Dy_auto
7;0.0158;0.0238;1.5;0.00529;0.78;Dy_auto
8;0.0251;0.0372;1.48;0.00838;1.22;Dy_auto
9;0.0398;0.0597;1.5;0.0133;1.96;Dy_auto
10;0.0631;0.106;1.67;0.021;3.46;Dy_auto
11;0.0999;0.208;2.08;0.0334;6.8;Dy_auto
12;0.158;0.345;2.17;0.0529;11.3;Dy_auto
13;0.251;0.395;1.57;0.0838;13;Dy_auto
14;0.398;0.419;1.05;0.133;13.7;Dy_auto
15;0.631;0.468;0.742;0.211;15.3;Dy_auto
16;1;0.547;0.547;0.334;17.9;Dy_auto
17;1.58;0.648;0.409;0.529;21.2;Dy_auto
18;2.51;0.748;0.298;0.838;24.5;Dy_auto
19;3.98;0.858;0.215;1.33;28.1;Dy_auto
20;6.31;0.98;0.155;2.11;32.1;Dy_auto
21;10;1.12;0.112;3.34;36.7;Dy_auto
22;15.8;1.3;0.0819;5.29;42.5;Dy_auto
23;25.1;1.52;0.0604;8.38;49.7;Dy_auto
24;39.8;1.8;0.0451;13.3;58.9;Dy_auto
25;63.1;2.15;0.0341;21.1;70.5;Dy_auto
26;100;2.63;0.0263;33.4;86.2;Dy_auto
27;158;3.27;0.0206;52.9;107;Dy_auto
28;251;4.13;0.0164;83.8;135;Dy_auto
29;398;5.26;0.0132;133;172;Dy_auto
30;631;6.75;0.0107;211;221;Dy_auto
31;1000;8.78;0.00878;334;288;Dy_auto

Data Series Information
Name:;;;20230824_CNF_P3-2 1
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/08/24; 14:14 午後
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;2

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 15 s
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.001 ... 1000 1/s log; |Slope| = 5 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa・s];[1/min];[μNm];[]
1;0.00102;0.000735;0.723;0.000339;0.0241;Dy_auto
2;0.00157;0.00158;1;0.000524;0.0516;Dy_auto

Data Series Information
Name:;;;20230824_CNF_P3-2 2
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/08/24; 14:15 午後
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;31

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 15 s
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.001 ... 1000 1/s log; |Slope| = 5 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa・s];[1/min];[μNm];[]
1;0.001;0.0167;16.7;0.000334;0.547;Dy_auto
2;0.00159;0.0158;9.99;0.000529;0.519;Dy_auto
3;0.00251;0.0162;6.45;0.000838;0.531;Dy_auto
4;0.00398;0.0178;4.48;0.00133;0.583;Dy_auto
5;0.00632;0.0208;3.3;0.00211;0.682;Dy_auto
6;0.01;0.0249;2.49;0.00334;0.815;Dy_auto
7;0.0158;0.0313;1.98;0.00529;1.03;Dy_auto
8;0.0251;0.0429;1.71;0.00838;1.4;Dy_auto
9;0.0398;0.0638;1.6;0.0133;2.09;Dy_auto
10;0.0631;0.0989;1.57;0.0211;3.24;Dy_auto
11;0.1;0.179;1.79;0.0334;5.87;Dy_auto
12;0.158;0.277;1.75;0.0529;9.08;Dy_auto
13;0.251;0.305;1.21;0.0838;10;Dy_auto
14;0.398;0.322;0.808;0.133;10.5;Dy_auto
15;0.631;0.37;0.587;0.211;12.1;Dy_auto
16;1;0.427;0.427;0.334;14;Dy_auto
17;1.58;0.495;0.312;0.529;16.2;Dy_auto
18;2.51;0.572;0.228;0.838;18.8;Dy_auto
19;3.98;0.657;0.165;1.33;21.5;Dy_auto
20;6.31;0.765;0.121;2.11;25.1;Dy_auto
21;10;0.899;0.0899;3.34;29.5;Dy_auto
22;15.8;1.07;0.0675;5.29;35;Dy_auto
23;25.1;1.28;0.0511;8.38;42.1;Dy_auto
24;39.8;1.56;0.0391;13.3;51;Dy_auto
25;63.1;1.91;0.0303;21.1;62.7;Dy_auto
26;100;2.39;0.0239;33.4;78.2;Dy_auto
27;158;3.02;0.0191;52.9;99;Dy_auto
28;251;3.87;0.0154;83.8;127;Dy_auto
29;398;4.99;0.0125;133;163;Dy_auto
30;631;6.46;0.0102;211;212;Dy_auto
31;1000;8.47;0.00847;334;277;Dy_auto

Data Series Information
Name:;;;20230824_CNF_P3-2 3
Number of Intervals:;;;1
Application:;;;RHEOPLUS/32 V3.61 21006227-33024
Device:;;;MCR302 SN81156610; FW3.65; Slot(9,-1)
Measuring Date/Time:;;;2023/08/24; 14:24 午後
Measuring System:;;;CP50-2-SN42594; d=0.206 mm
Accessories:;;;TU1=P-PTD200-SN81263554

Interval:;;;1
Number of Data Points:;;;31

Time Setting:;;;31 Meas. Pts.
;;;Meas. Pt. Duration 15 s
Measuring Profile:
  Shear Rate;;;d(gamma)/dt = 0.001 ... 1000 1/s log; |Slope| = 5 Pt. / dec 

Meas. Pts.;Shear Rate;Shear Stress;Viscosity;Speed;Torque;Status
;[1/s];[Pa];[Pa・s];[1/min];[μNm];[]
1;0.001;0.00247;2.46;0.000334;0.0809;Dy_auto
2;0.00159;0.00236;1.48;0.000531;0.0773;Dy_auto
3;0.00251;0.00235;0.937;0.000838;0.0771;Dy_auto
4;0.00398;0.00272;0.683;0.00133;0.0891;Dy_auto
5;0.00631;0.00347;0.55;0.0021;0.114;Dy_auto
6;0.01;0.00471;0.471;0.00334;0.154;Dy_auto
